index,filename,function_name,smell,name_smell,message
3,F:\projects\appleturicreate\src\python\turicreate\data_structures\sgraph.py,_edge_list_to_dataframe,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
4,F:\projects\appleturicreate\src\python\turicreate\data_structures\sgraph.py,get_vertices,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
5,F:\projects\appleturicreate\src\python\turicreate\data_structures\sgraph.py,get_edges,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
6,F:\projects\appleturicreate\src\python\turicreate\test\test_graph.py,test_gframe,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
7,F:\projects\appleturicreate\src\python\turicreate\test\test_sarray.py,test_nonzero,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
8,F:\projects\appleturicreate\src\python\turicreate\test\test_sframe.py,test_stack_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
9,F:\projects\appleturicreate\src\python\turicreate\test\test_sframe.py,test_stack_list,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
10,F:\projects\appleturicreate\src\python\turicreate\test\test_sframe.py,test_stack_vector,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
11,F:\projects\appleturicreate\src\python\turicreate\test\test_sframe.py,test_empty_argmax_does_not_fail,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
12,F:\projects\appleturicreate\src\python\turicreate\test\test_sframe.py,__build_data_list_with_none,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
0,F:\projects\arogozhnikovhep_ml\hep_ml\commonutils.py,generate_sample,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\arogozhnikovhep_ml\hep_ml\commonutils.py,to_pandas_dataframe,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
2,F:\projects\arogozhnikovhep_ml\hep_ml\losses.py,fit,2,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
3,F:\projects\arogozhnikovhep_ml\hep_ml\losses.py,fit,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
4,F:\projects\arogozhnikovhep_ml\hep_ml\splot.py,compute_sweights,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
5,F:\projects\arogozhnikovhep_ml\tests\test_commonutils.py,test_splitting,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
6,F:\projects\arogozhnikovhep_ml\tests\test_metrics.py,test_bins,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
7,F:\projects\arogozhnikovhep_ml\tests\test_preprocessing.py,test_iron_transformer,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
8,F:\projects\arogozhnikovhep_ml\tests\test_speedup.py,test_classifier_with_dataframe,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
9,F:\projects\arogozhnikovhep_ml\tests\_metrics_oldimplementation.py,sde,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
10,F:\projects\arogozhnikovhep_ml\tests\_metrics_oldimplementation.py,cvm_flatness,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\arviz-devsarviz\arviz\stats\diagnostics.py,ks_summary,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\arviz-devsarviz\arviz\stats\stats.py,summary,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
2,F:\projects\arviz-devsarviz\arviz\stats\stats_utils.py,logsumexp,2,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
0,F:\projects\asappresearchflambe\flambe\dataset\tabular.py,_load_file,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
1,F:\projects\asappresearchflambe\flambe\learn\train.py,_train_step,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
0,F:\projects\asappresearchsru\DrQA\train.py,load_data,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\asappresearchsru\misc\test_mm.py,run_mm,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
2,F:\projects\asappresearchsru\misc\test_mm.py,run_matmul,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
3,F:\projects\asappresearchsru\misc\test_mm.py,run_addmm,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
0,F:\projects\athena-teamathena\athena\data\feature_normalizer.py,load_cmvn,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\athena-teamathena\athena\data\feature_normalizer.py,load_cmvn,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
2,F:\projects\athena-teamathena\athena\data\feature_normalizer.py,save_cmvn,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
3,F:\projects\athena-teamathena\athena\data\datasets\tts\speech_fastspeech2.py,preprocess_data,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
4,F:\projects\athena-teamathena\athena\data\datasets\tts\speech_fastspeech2.py,__getitem__,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
5,F:\projects\athena-teamathena\athena\data\datasets\tts\speech_synthesis.py,preprocess_data,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
6,F:\projects\athena-teamathena\athena\data\datasets\tts\speech_synthesis.py,__getitem__,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
7,F:\projects\athena-teamathena\athena\data\datasets\tts\speech_synthesis_test.py,__getitem__,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
8,F:\projects\athena-teamathena\athena\layers\u2\conv_module_u2.py,call,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
9,F:\projects\athena-teamathena\athena\models\asr\av_conformer.py,beam_search,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
10,F:\projects\athena-teamathena\athena\models\asr\speech_conformer.py,freeze_beam_search,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
11,F:\projects\athena-teamathena\athena\models\asr\speech_conformer.py,beam_search,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
12,F:\projects\athena-teamathena\athena\models\asr\speech_transformer.py,freeze_beam_search,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
13,F:\projects\athena-teamathena\athena\models\asr\speech_transformer.py,beam_search,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
14,F:\projects\athena-teamathena\athena\models\asr\speech_u2.py,freeze_beam_search,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
15,F:\projects\athena-teamathena\athena\models\asr\speech_u2.py,beam_search,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
16,F:\projects\athena-teamathena\examples\asr\aishell\local\prepare_data.py,convert_audio_and_split_transcript,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
17,F:\projects\athena-teamathena\examples\asr\hkust\local\prepare_data.py,convert_audio_and_split_transcript,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
18,F:\projects\athena-teamathena\examples\asr\librispeech\local\prepare_data.py,convert_audio_and_split_transcript,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
19,F:\projects\athena-teamathena\examples\tts\data_baker\local\prepare_data.py,combine_dict_to_csv,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
20,F:\projects\athena-teamathena\examples\tts\data_baker\local\prepare_data.py,split_train_dev_test,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
21,F:\projects\athena-teamathena\examples\tts\ljspeech\local\prepare_data.py,split_train_dev_test,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\autoropedonkeycar\donkeycar\management\base.py,show_histogram,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\autoropedonkeycar\donkeycar\management\base.py,get_activations,1,memory_not_freed,Memory not freed
2,F:\projects\autoropedonkeycar\donkeycar\management\base.py,plot_predictions,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
3,F:\projects\autoropedonkeycar\donkeycar\management\graph.py,set_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
4,F:\projects\autoropedonkeycar\donkeycar\management\kivy_ui.py,unravel_vectors,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
5,F:\projects\autoropedonkeycar\donkeycar\management\kivy_ui.py,update_dataframe_from_tub,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
6,F:\projects\autoropedonkeycar\donkeycar\parts\datastore.py,update_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
7,F:\projects\autoropedonkeycar\donkeycar\parts\datastore.py,exclude_index,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
8,F:\projects\autoropedonkeycar\donkeycar\parts\pytorch\ResNet18.py,validation_step,1,pytorch_call_method_misused,is recommended to use self.net()
9,F:\projects\autoropedonkeycar\donkeycar\parts\pytorch\ResNet18.py,run,1,pytorch_call_method_misused,is recommended to use self.net()
10,F:\projects\autoropedonkeycar\donkeycar\pipeline\database.py,to_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
11,F:\projects\autoropedonkeycar\donkeycar\pipeline\database.py,add_entry,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
12,F:\projects\autoropedonkeycar\donkeycar\pipeline\database.py,to_df_tubgrouped,3,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\autogluon-tabular\container-training\inference.py,transform_fn,3,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\autogluon-tabular\container-training\train.py,__load_input_data,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
2,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\autogluon-tabular\container-training\train.py,train,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
3,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\autogluon-tabular\utils\ag_utils.py,show_leaderboard,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
4,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\autogluon-tabular\utils\ag_utils.py,show_leaderboard_modelsummary,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
5,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\autogluon-tabular\utils\ag_utils.py,show_classification_report_confusion_matrix,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
6,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\autogluon-tabular-containers\deserializers.py,deserialize,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
7,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\autogluon-tabular-containers\scripts\tabular_serve-batch.py,transform_fn,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
8,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\autogluon-tabular-containers\scripts\tabular_serve.py,transform_fn,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
9,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\causal-inference\container\causal_nex\predictor.py,transformation,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
10,F:\projects\awslabsamazon-sagemaker-examples\advanced_functionality\multi_model_catboost\container\model_handler.py,handle,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
